UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
375,L10375,L,298.2,308.1,1527,41.8,53,0,0,0,0,0,0
376,L10376,L,298.2,308.0,1449,32.9,230,0,0,0,0,0,0
377,H10377,H,298.4,307.8,1634,25.6,14,0,0,0,0,0,0
378,L10378,L,298.4,308.3,1767,36.6,239,0,0,0,0,0,0
379,H10379,H,298.4,307.1,1649,46.5,245,0,0,0,0,0,0
380,L10380,L,298.4,308.8,1464,37.4,185,0,0,0,0,0,0
381,L10381,L,298.4,306.1,1550,42.8,160,0,0,0,0,0,0
382,M10382,M,298.5,308.4,1557,41.1,238,0,0,0,0,0,0
383,M10383,M,298.5,307.9,1660,29.8,194,0,0,0,0,0,0
384,H10384,H,298.4,309.4,1466,37.6,190,0,0,0,0,0,0
385,M10385,M,298.3,310.1,1404,42.2,233,0,0,0,0,0,0
386,H10386,H,298.4,308.0,1613,35.3,175,0,0,0,0,0,0
387,L10387,L,298.4,309.8,1541,37.8,65,0,0,0,0,0,0
388,L10388,L,298.3,308.0,1389,42.4,80,0,0,0,0,0,0
389,M10389,M,298.3,307.3,1571,40.4,192,0,0,0,0,0,0
390,H10390,H,298.2,309.9,1684,46.3,35,0,0,0,0,0,0
391,H10391,H,298.2,308.7,1431,42.3,234,0,0,0,0,0,0
392,L10392,L,298.3,308.3,1411,34.3,16,0,0,0,0,0,0
393,L10393,L,298.3,309.0,1503,37.1,1,0,0,0,0,0,0
394,M10394,M,298.4,308.7,1568,40.1,32,0,0,0,0,0,0
395,L10395,L,298.5,308.4,1493,48.0,92,0,0,0,0,0,0
396,H10396,H,298.5,307.2,1613,37.2,123,0,0,0,0,0,0
397,H10397,H,298.6,308.4,1526,29.6,133,0,0,0,0,0,0
398,L10398,L,298.6,309.3,1601,42.6,170,0,0,0,0,0,0
399,M10399,M,298.6,308.5,1428,35.5,99,0,0,0,0,0,0
400,M10400,M,298.7,309.6,1377,32.3,87,0,0,0,0,0,0
401,L10401,L,298.8,309.1,1466,40.1,10,0,0,0,0,0,0
402,H10402,H,298.7,307.9,1365,45.8,4,0,0,0,0,0,0
403,M10403,M,298.7,307.4,1541,36.6,29,0,0,0,0,0,0
404,H10404,H,298.7,308.6,1298,43.0,137,0,0,0,0,0,0
405,L10405,L,298.7,308.2,1455,44.1,228,0,0,0,0,0,0
406,H10406,H,298.8,309.1,1471,44.8,90,0,0,0,0,0,0
407,L10407,L,298.7,308.0,1395,35.6,90,0,0,0,0,0,0
408,L10408,L,298.8,308.2,1469,33.3,151,0,0,0,0,0,0
409,H10409,H,298.8,309.8,1500,34.1,186,0,0,0,0,0,0
410,L10410,L,298.8,308.9,1627,44.7,121,0,0,0,0,0,0
411,L10411,L,298.7,308.0,1396,44.0,117,0,0,0,0,0,0
412,H10412,H,298.9,308.9,1536,34.3,245,0,0,0,0,0,0
413,H10413,H,298.9,310.2,1556,52.8,194,0,0,0,0,0,0
414,M10414,M,298.8,309.1,1498,33.5,60,0,0,0,0,0,0
415,M10415,M,298.9,309.5,1450,46.0,101,0,0,0,0,0,0
416,L10416,L,298.9,308.2,1386,49.1,25,0,0,0,0,0,0
417,L10417,L,298.9,309.9,1690,40.7,108,0,0,0,0,0,0
418,L10418,L,298.9,311.3,1507,35.4,111,0,0,0,0,0,0
419,M10419,M,298.9,308.1,1468,35.5,38,0,0,0,0,0,0
420,M10420,M,298.9,307.7,1712,38.4,209,0,0,0,0,0,0
421,M10421,M,298.8,309.0,1522,46.5,2,0,0,0,0,0,0
422,M10422,M,298.7,309.6,1754,32.8,37,0,0,0,0,0,0
423,L10423,L,298.8,308.7,1358,29.0,41,0,0,0,0,0,0
424,L10424,L,298.9,307.8,1476,42.2,47,0,0,0,0,0,0
425,L10425,L,298.9,308.8,1363,43.5,216,0,0,0,0,0,0
426,M10426,M,299.0,309.6,1488,51.8,12,0,0,0,0,0,0
427,L10427,L,299.0,308.5,1487,31.7,88,0,0,0,0,0,0
428,H10428,H,298.9,309.6,1454,39.2,87,0,0,0,0,0,0
429,L10429,L,298.9,310.1,1505,47.0,55,0,0,0,0,0,0
430,L10430,L,298.9,309.2,1459,40.7,232,0,0,0,0,0,0
431,L10431,L,298.9,308.9,1489,38.8,186,0,0,0,0,0,0
432,M10432,M,299.0,309.8,1424,44.7,62,0,0,0,0,0,0
433,M10433,M,299.0,308.1,1644,36.4,79,0,0,0,0,0,0
434,L10434,L,299.0,308.1,1389,45.1,42,0,0,0,0,0,0
435,L10435,L,299.1,308.8,1521,32.5,232,0,0,0,0,0,0
436,M10436,M,299.1,308.6,1381,30.9,233,0,0,0,0,0,0
437,L10437,L,299.0,308.2,1417,38.4,74,0,0,0,0,0,0
438,H10438,H,299.0,310.8,1427,24.6,56,0,0,0,0,0,0
439,M10439,M,299.0,311.2,1487,40.5,148,0,0,0,0,0,0
440,L10440,L,299.0,308.6,1518,29.6,222,0,0,0,0,0,0
441,L10441,L,299.0,309.1,1389,41.7,181,0,0,0,0,0,0
442,H10442,H,299.0,308.8,1459,41.1,206,0,0,0,0,0,0
443,L10443,L,299.1,310.2,1401,39.6,180,0,0,0,0,0,0
444,L10444,L,299.0,310.4,1396,42.6,172,0,0,0,0,0,0
445,H10445,H,298.9,307.2,1613,41.2,240,0,0,0,0,0,0
446,H10446,H,299.0,309.4,1361,38.2,163,0,0,0,0,0,0
447,H10447,H,298.9,307.6,1507,51.0,62,0,0,0,0,0,0
448,M10448,M,299.0,310.7,1670,42.4,125,0,0,0,0,0,0
449,L10449,L,299.0,309.4,1621,44.6,234,0,0,0,0,0,0
450,L10450,L,299.1,308.2,1543,46.4,124,0,0,0,0,0,0
451,M10451,M,299.0,308.7,1498,44.0,0,0,0,0,0,0,0
452,M10452,M,299.0,308.7,1574,52.4,91,0,0,0,0,0,0
453,L10453,L,299.0,309.5,1537,41.0,224,0,0,0,0,0,0
454,H10454,H,299.0,310.1,1642,40.0,194,0,0,0,0,0,0
455,L10455,L,299.1,308.0,1487,36.1,118,0,0,0,0,0,0
456,L10456,L,299.2,311.0,1600,38.5,206,0,0,0,0,0,0
457,L10457,L,299.2,310.8,1467,35.6,160,0,0,0,0,0,0
458,L10458,L,299.1,308.2,1689,44.1,31,0,0,0,0,0,0
459,L10459,L,299.1,309.2,1484,34.5,214,0,0,0,0,0,0
460,L10460,L,299.1,310.8,1338,40.4,185,0,0,0,0,0,0
461,L10461,L,299.1,310.3,1508,43.4,125,0,0,0,0,0,0
462,M10462,M,299.1,308.8,1576,40.9,25,0,0,0,0,0,0
463,M10463,M,299.0,309.9,1663,34.6,60,0,0,0,0,0,0
464,M10464,M,299.0,312.0,1400,44.2,111,0,0,0,0,0,0
465,H10465,H,299.1,309.2,1326,39.5,144,0,0,0,0,0,0
466,L10466,L,299.1,308.4,1550,22.8,200,0,0,0,0,0,0
467,L10467,L,299.1,309.3,1547,34.1,68,0,0,0,0,0,0
468,H10468,H,299.1,309.4,1359,48.4,28,0,0,0,0,0,0
469,L10469,L,299.2,308.7,1467,48.9,62,0,0,0,0,0,0
470,H10470,H,299.2,309.7,1472,43.2,133,0,0,0,0,0,0
471,L10471,L,299.2,307.9,1582,44.7,238,0,0,0,0,0,0
472,H10472,H,299.2,308.5,1459,35.3,104,0,0,0,0,0,0
473,L10473,L,299.2,309.9,1456,38.4,186,0,0,0,0,0,0
474,H10474,H,299.0,307.3,1511,47.4,226,0,0,0,0,0,0
475,M10475,M,299.0,309.9,1362,42.6,114,0,0,0,0,0,0
476,H10476,H,299.0,307.0,1690,40.4,20,0,0,0,0,0,0
477,L10477,L,299.0,307.2,1593,38.9,172,0,0,0,0,0,0
478,M10478,M,298.9,308.4,1430,47.0,172,0,0,0,0,0,0
479,H10479,H,299.0,309.2,1388,46.7,86,0,0,0,0,0,0
480,M10480,M,299.0,310.3,1396,43.9,34,0,0,0,0,0,0
481,M10481,M,299.0,309.0,1559,40.4,51,0,0,0,0,0,0
482,M10482,M,299.0,308.7,1399,37.9,45,0,0,0,0,0,0
483,L10483,L,299.0,309.6,1475,44.2,193,0,0,0,0,0,0
484,M10484,M,299.1,308.2,1331,33.4,56,0,0,0,0,0,0
485,M10485,M,299.1,309.2,1554,34.6,41,0,0,0,0,0,0
486,H10486,H,299.0,307.8,1558,31.3,200,0,0,0,0,0,0
487,L10487,L,299.1,309.1,1482,47.4,76,0,0,0,0,0,0
488,L10488,L,299.1,309.0,1519,35.7,234,0,0,0,0,0,0
489,H10489,H,299.1,308.3,1580,42.4,97,0,0,0,0,0,0
490,H10490,H,299.0,309.2,1517,39.2,15,0,0,0,0,0,0
491,L10491,L,299.0,309.2,1578,57.4,132,1,0,0,1,0,0
492,M10492,M,299.0,310.2,1383,42.7,0,0,0,0,0,0,0
493,L10493,L,299.1,307.5,1538,28.8,231,0,0,0,0,0,0
494,L10494,L,299.1,309.0,1519,47.1,149,0,0,0,0,0,0
495,L10495,L,299.0,308.3,1620,37.7,47,0,0,0,0,0,0
496,L10496,L,299.1,309.9,1503,38.8,237,0,0,0,0,0,0
497,M10497,M,299.1,309.9,1490,36.0,121,0,0,0,0,0,0
498,L10498,L,299.1,309.6,1444,41.2,25,0,0,0,0,0,0
499,H10499,H,299.2,308.5,1649,41.1,33,0,0,0,0,0,0
500,H10500,H,299.2,310.0,1264,36.1,113,0,0,0,0,0,0
501,M10501,M,299.2,307.6,1551,37.0,57,0,0,0,0,0,0
502,M10502,M,299.2,307.5,1498,40.6,212,0,0,0,0,0,0
503,L10503,L,299.3,308.0,1482,25.9,134,0,0,0,0,0,0
504,H10504,H,299.2,309.2,1467,31.4,24,0,0,0,0,0,0
505,M10505,M,299.3,310.0,1494,50.0,184,0,0,0,0,0,0
506,L10506,L,299.2,306.2,1548,42.0,139,0,0,0,0,0,0
507,H10507,H,299.3,310.6,1420,36.9,158,0,0,0,0,0,0
508,H10508,H,299.2,309.3,1514,29.8,238,0,0,0,0,0,0
509,H10509,H,299.2,307.6,1535,39.7,26,0,0,0,0,0,0
510,M10510,M,299.2,309.3,1405,45.9,85,0,0,0,0,0,0
511,M10511,M,299.2,310.3,1550,55.8,161,1,0,0,1,0,0
512,L10512,L,299.2,309.8,1536,51.4,117,0,0,0,0,0,0
513,H10513,H,299.2,310.3,1420,34.7,80,0,0,0,0,0,0
514,H10514,H,299.2,307.8,1381,37.0,250,0,0,0,0,0,0
515,L10515,L,299.2,308.7,1419,31.2,74,0,0,0,0,0,0
516,L10516,L,299.2,308.2,1514,35.0,92,0,0,0,0,0,0
517,L10517,L,299.2,310.9,1492,38.7,33,0,0,0,0,0,0
518,H10518,H,299.2,309.8,1639,37.8,114,0,0,0,0,0,0
519,H10519,H,299.1,312.0,1463,52.3,164,0,0,0,0,0,0
520,L10520,L,299.1,308.7,1411,32.1,185,0,0,0,0,0,0
521,M10521,M,299.1,308.4,1566,39.7,112,0,0,0,0,0,0
522,L10522,L,299.2,309.0,1402,27.6,111,0,0,0,0,0,0
523,H10523,H,299.2,310.5,1421,42.0,59,0,0,0,0,0,0
524,H10524,H,299.1,308.7,1422,31.9,25,0,0,0,0,0,0
525,H10525,H,299.1,309.3,1200,46.6,236,0,0,0,0,0,0
526,L10526,L,299.1,309.2,1557,38.3,125,0,0,0,0,0,0
527,L10527,L,299.2,309.2,1594,31.6,172,0,0,0,0,0,0
528,L10528,L,299.1,308.5,1592,27.4,44,0,0,0,0,0,0
529,L10529,L,299.0,308.9,1689,34.1,31,0,0,0,0,0,0
530,H10530,H,299.0,308.8,1651,41.4,228,0,0,0,0,0,0
531,H10531,H,299.0,309.0,1467,42.5,196,0,0,0,0,0,0
532,H10532,H,299.0,309.9,1611,37.0,211,0,0,0,0,0,0
533,H10533,H,298.9,310.7,1490,45.6,242,0,0,0,0,0,0
534,M10534,M,299.0,308.1,1457,33.2,70,0,0,0,0,0,0
535,M10535,M,299.0,308.6,1424,22.4,234,1,0,0,1,0,0
536,H10536,H,299.0,308.2,1473,41.7,22,0,0,0,0,0,0
537,H10537,H,299.0,309.2,1533,47.7,192,0,0,0,0,0,0
538,L10538,L,299.0,308.5,1658,47.8,166,0,0,0,0,0,0
539,L10539,L,299.0,309.2,1573,32.2,194,0,0,0,0,0,0
540,L10540,L,299.0,310.1,1423,36.7,172,0,0,0,0,0,0
541,H10541,H,299.0,306.5,1396,44.3,194,0,0,0,0,0,0
542,M10542,M,299.0,309.5,1557,36.2,62,0,0,0,0,0,0
543,L10543,L,299.0,308.6,1590,40.6,69,0,0,0,0,0,0
544,M10544,M,299.0,309.4,1623,35.7,222,0,0,0,0,0,0
545,M10545,M,299.0,308.1,1473,33.5,53,0,0,0,0,0,0
546,L10546,L,298.9,310.1,1547,34.6,26,0,0,0,0,0,0
547,L10547,L,299.0,309.9,1586,45.7,92,0,0,0,0,0,0
548,M10548,M,299.1,309.6,1365,40.1,78,0,0,0,0,0,0
549,M10549,M,299.0,309.8,1528,47.6,35,0,0,0,0,0,0
550,M10550,M,299.1,308.3,1590,43.1,132,0,0,0,0,0,0
551,M10551,M,299.0,308.4,1551,49.6,194,0,0,0,0,0,0
552,H10552,H,299.0,309.7,1492,44.9,178,0,0,0,0,0,0
553,M10553,M,299.0,308.2,1761,44.6,216,0,0,0,0,0,0
554,M10554,M,298.9,310.4,1693,39.3,31,0,0,0,0,0,0
555,H10555,H,298.9,308.5,1501,58.1,148,1,0,0,1,0,0
556,L10556,L,298.9,309.4,1481,40.7,239,0,0,0,0,0,0
557,L10557,L,299.0,311.1,1570,28.2,16,0,0,0,0,0,0
558,L10558,L,299.0,308.2,1494,41.6,200,0,0,0,0,0,0
559,M10559,M,298.9,309.0,1627,34.1,153,0,0,0,0,0,0
560,M10560,M,299.0,310.0,1373,46.1,21,0,0,0,0,0,0
561,M10561,M,299.0,309.9,1476,44.4,40,0,0,0,0,0,0
562,L10562,L,298.8,308.5,1569,38.9,237,0,0,0,0,0,0
563,L10563,L,298.9,308.4,1600,34.7,58,0,0,0,0,0,0
564,L10564,L,298.8,308.6,1352,40.9,214,0,0,0,0,0,0
565,L10565,L,298.9,310.3,1405,36.2,74,0,0,0,0,0,0
566,M10566,M,298.8,308.6,1332,44.7,121,0,0,0,0,0,0
567,L10567,L,298.9,309.0,1413,43.3,9,0,0,0,0,0,0
568,L10568,L,298.9,308.5,1372,57.6,86,0,0,0,0,0,0
569,H10569,H,298.9,309.6,1554,37.3,4,0,0,0,0,0,0
570,L10570,L,298.9,309.0,1523,38.2,54,0,0,0,0,0,0
571,M10571,M,298.9,307.8,1485,39.1,25,0,0,0,0,0,0
572,M10572,M,298.9,308.0,1503,39.3,3,0,0,0,0,0,0
573,L10573,L,298.9,306.9,1619,46.2,106,0,0,0,0,0,0
574,M10574,M,298.9,308.0,1396,38.3,26,0,0,0,0,0,0
575,H10575,H,298.9,309.7,1307,51.8,229,0,0,0,0,0,0
576,H10576,H,298.9,310.2,1571,43.5,225,0,0,0,0,0,0
577,L10577,L,298.9,309.6,1461,37.1,125,0,0,0,0,0,0
578,H10578,H,298.8,309.3,1398,35.6,185,0,0,0,0,0,0
579,L10579,L,298.9,308.8,1555,46.2,2,0,0,0,0,0,0
580,L10580,L,298.8,309.6,1303,40.2,49,0,0,0,0,0,0
581,L10581,L,298.8,309.1,1414,40.1,223,0,0,0,0,0,0
582,H10582,H,298.8,310.6,1261,36.4,124,0,0,0,0,0,0
583,L10583,L,298.9,308.8,1526,39.6,25,0,0,0,0,0,0
584,L10584,L,298.8,310.2,1657,36.2,145,0,0,0,0,0,0
585,M10585,M,298.9,309.8,1443,48.2,134,0,0,0,0,0,0
586,L10586,L,299.0,309.7,1421,44.3,116,0,0,0,0,0,0
587,L10587,L,299.0,307.0,1678,39.0,44,0,0,0,0,0,0
588,L10588,L,299.0,309.9,1563,38.9,140,0,0,0,0,0,0
589,L10589,L,299.0,308.9,1738,40.6,5,0,0,0,0,0,0
590,L10590,L,298.9,308.5,1516,40.0,162,0,0,0,0,0,0
591,L10591,L,299.0,307.5,1523,34.3,222,0,0,0,0,0,0
592,M10592,M,299.0,309.0,1644,28.6,233,0,0,0,0,0,0
593,L10593,L,299.0,309.0,1485,35.2,52,0,0,0,0,0,0
594,L10594,L,298.9,307.6,1525,39.2,228,0,0,0,0,0,0
595,H10595,H,298.9,307.4,1258,35.6,234,1,0,1,0,0,0
596,L10596,L,298.9,309.4,1674,44.9,195,0,0,0,0,0,0
597,M10597,M,298.9,309.8,1539,38.6,169,0,0,0,0,0,0
598,L10598,L,299.0,309.2,1489,51.2,3,0,0,0,0,0,0
599,L10599,L,298.9,310.1,1591,36.6,59,0,0,0,0,0,0
600,L10600,L,299.0,308.9,1382,40.8,172,0,0,0,0,0,0
601,L10601,L,299.1,309.0,1445,38.3,71,0,0,0,0,0,0
602,L10602,L,299.1,308.1,1555,42.6,229,0,0,0,0,0,0
603,L10603,L,299.2,307.6,1504,46.4,74,0,0,0,0,0,0
604,L10604,L,299.1,311.0,1545,43.6,65,0,0,0,0,0,0
605,L10605,L,299.1,310.2,1525,27.8,209,0,0,0,0,0,0
606,L10606,L,299.1,307.7,1563,43.0,209,1,1,0,0,0,0
607,L10607,L,299.1,309.3,1368,33.9,21,0,0,0,0,0,0
608,L10608,L,299.1,309.0,1628,38.1,139,0,0,0,0,0,0
609,M10609,M,299.0,308.8,1452,44.1,208,0,0,0,0,0,0
610,M10610,M,299.1,308.7,1506,33.3,50,0,0,0,0,0,0
611,L10611,L,299.1,309.5,1440,46.9,144,0,0,0,0,0,0
612,M10612,M,299.1,309.9,1471,37.9,163,0,0,0,0,0,0
613,M10613,M,299.1,309.5,1523,53.0,92,0,0,0,0,0,0
614,L10614,L,299.1,309.0,1574,40.4,48,0,0,0,0,0,0
615,H10615,H,299.1,309.0,1590,50.2,15,0,0,0,0,0,0
616,H10616,H,299.1,310.1,1543,47.2,232,0,0,0,0,0,0
617,L10617,L,299.1,309.5,1440,36.3,202,0,0,0,0,0,0
618,L10618,L,299.1,309.2,1537,32.2,43,0,0,0,0,0,0
619,H10619,H,299.1,309.1,1524,40.7,106,0,0,0,0,0,0
620,M10620,M,299.2,309.5,1506,36.5,236,0,0,0,0,0,0
621,L10621,L,299.2,308.7,1553,49.5,149,0,0,0,0,0,0
622,L10622,L,299.2,310.0,1372,38.5,93,0,0,0,0,0,0
623,L10623,L,299.1,308.1,1297,38.2,7,0,0,0,0,0,0
624,L10624,L,299.1,308.7,1619,31.6,109,0,0,0,0,0,0
625,M10625,M,299.0,309.6,1487,42.5,17,0,0,0,0,0,0
626,L10626,L,299.0,307.8,1542,33.0,237,0,0,0,0,0,0
627,L10627,L,298.9,307.4,1413,42.7,79,0,0,0,0,0,0
628,M10628,M,299.0,309.0,1626,43.5,238,0,0,0,0,0,0
629,L10629,L,299.0,307.3,1535,35.5,117,0,0,0,0,0,0
630,L10630,L,299.0,307.7,1482,45.7,211,1,1,0,0,0,0
631,M10631,M,298.9,309.7,1529,38.4,230,0,0,0,0,0,0
632,H10632,H,298.9,308.7,1326,31.2,71,0,0,0,0,0,0
633,M10633,M,298.9,310.2,1537,49.3,93,0,0,0,0,0,0
634,M10634,M,299.0,307.8,1649,34.5,37,0,0,0,0,0,0
635,L10635,L,299.0,308.9,1532,43.0,156,0,0,0,0,0,0
636,L10636,L,299.1,309.5,1519,42.6,204,0,0,0,0,0,0
637,M10637,M,299.1,307.9,1468,42.3,80,0,0,0,0,0,0
638,L10638,L,299.2,310.2,1608,42.2,231,0,0,0,0,0,0
639,L10639,L,299.2,309.7,1623,34.2,106,0,0,0,0,0,0
640,L10640,L,299.2,307.6,1457,50.1,208,0,0,0,0,0,0
641,L10641,L,299.2,309.2,1536,45.7,200,0,0,0,0,0,0
642,L10642,L,299.1,309.5,1523,42.9,129,0,0,0,0,0,0
643,L10643,L,299.1,308.5,1540,32.0,186,0,0,0,0,0,0
644,L10644,L,299.1,307.6,1423,34.1,41,0,0,0,0,0,0
645,L10645,L,299.1,309.4,1614,43.9,117,0,0,0,0,0,0
646,H10646,H,299.2,311.4,1557,28.0,215,0,0,0,0,0,0
647,M10647,M,299.2,308.8,1620,42.0,20,0,0,0,0,0,0
648,M10648,M,299.3,310.8,1388,32.0,237,0,0,0,0,0,0
649,M10649,M,299.2,308.5,1394,34.8,129,0,0,0,0,0,0
650,L10650,L,299.2,309.4,1706,31.5,4,0,0,0,0,0,0
651,L10651,L,299.2,309.9,1615,41.5,16,0,0,0,0,0,0
652,M10652,M,299.1,309.1,1418,46.7,23,0,0,0,0,0,0
653,M10653,M,299.1,308.8,1587,42.1,135,0,0,0,0,0,0
654,M10654,M,299.1,309.9,1453,42.7,157,0,0,0,0,0,0
655,L10655,L,299.2,311.1,1330,41.0,177,0,0,0,0,0,0
656,L10656,L,299.2,309.5,1290,44.1,149,0,0,0,0,0,0
657,L10657,L,299.2,308.7,1498,42.8,58,0,0,0,0,0,0
658,L10658,L,299.3,309.1,1656,23.7,151,0,0,0,0,0,0
659,M10659,M,299.3,311.8,1652,45.4,25,0,0,0,0,0,0
660,M10660,M,299.3,309.5,1626,44.8,60,0,0,0,0,0,0
661,L10661,L,299.3,308.7,1583,37.8,135,0,0,0,0,0,0
662,H10662,H,299.4,308.2,1532,28.2,11,0,0,0,0,0,0
663,M10663,M,299.4,307.6,1615,41.5,13,0,0,0,0,0,0
664,L10664,L,299.4,309.8,1299,42.0,29,0,0,0,0,0,0
665,L10665,L,299.3,310.0,1599,37.4,182,0,0,0,0,0,0
666,L10666,L,299.3,308.9,1388,41.1,98,0,0,0,0,0,0
667,L10667,L,299.4,309.3,1409,46.4,188,0,0,0,0,0,0
668,L10668,L,299.4,308.2,1570,54.4,61,0,0,0,0,0,0
669,L10669,L,299.4,309.5,1593,40.9,30,0,0,0,0,0,0
670,L10670,L,299.3,309.8,1439,42.0,219,0,0,0,0,0,0
671,L10671,L,299.3,308.7,1565,35.1,237,0,0,0,0,0,0
672,H10672,H,299.3,311.0,1556,37.0,26,0,0,0,0,0,0
673,L10673,L,299.3,308.5,1469,39.2,227,0,0,0,0,0,0
674,M10674,M,299.4,309.7,1515,47.1,0,0,0,0,0,0,0
675,L10675,L,299.4,310.2,1708,44.9,40,0,0,0,0,0,0
676,H10676,H,299.4,309.3,1472,51.6,141,0,0,0,0,0,0
677,L10677,L,299.4,309.2,1475,31.1,249,0,0,0,0,0,0
678,L10678,L,299.3,307.9,1515,32.1,73,0,0,0,0,0,0
679,H10679,H,299.2,310.6,1482,46.6,177,0,0,0,0,0,0
680,H10680,H,299.3,309.1,1579,48.7,41,0,0,0,0,0,0
681,H10681,H,299.3,309.8,1647,40.2,198,0,0,0,0,0,0
682,L10682,L,299.2,309.9,1475,13.2,39,1,0,0,1,0,0
683,L10683,L,299.2,308.5,1414,35.5,13,0,0,0,0,0,0
684,M10684,M,299.2,309.0,1697,42.0,99,0,0,0,0,0,0
685,H10685,H,299.2,310.5,1512,34.6,90,0,0,0,0,0,0
686,M10686,M,299.2,308.1,1330,41.1,138,0,0,0,0,0,0
687,M10687,M,299.3,311.4,1686,51.4,190,1,0,0,1,0,0
688,L10688,L,299.2,308.4,1613,48.6,105,0,0,0,0,0,0
689,M10689,M,299.2,308.0,1660,44.9,48,0,0,0,0,0,0
690,L10690,L,299.1,309.3,1643,39.6,164,0,0,0,0,0,0
691,L10691,L,299.2,311.4,1764,37.0,105,0,0,0,0,0,0
692,L10692,L,299.1,307.2,1396,44.5,137,0,0,0,0,0,0
693,M10693,M,299.2,309.1,1420,40.2,181,0,0,0,0,0,0
694,L10694,L,299.2,309.7,1451,40.4,6,0,0,0,0,0,0
695,L10695,L,299.2,309.3,1448,30.7,80,0,0,0,0,0,0
696,M10696,M,299.2,309.6,1512,35.7,243,0,0,0,0,0,0
697,L10697,L,299.2,308.5,1451,44.5,139,0,0,0,0,0,0
698,M10698,M,299.3,308.7,1381,33.4,228,0,0,0,0,0,0
699,L10699,L,299.2,309.1,1413,41.6,100,0,0,0,0,0,0
700,L10700,L,299.2,308.1,1471,42.5,54,0,0,0,0,0,0
701,M10701,M,299.2,309.2,1614,42.8,163,0,0,0,0,0,0
702,L10702,L,299.2,308.8,1442,43.4,249,0,0,0,0,0,0
703,L10703,L,299.3,308.8,1581,43.8,6,0,0,0,0,0,0
704,L10704,L,299.3,309.6,1368,36.3,151,0,0,0,0,0,0
705,L10705,L,299.3,307.5,1180,31.2,33,1,0,1,0,0,0
706,H10706,H,299.4,309.2,1487,34.8,125,0,0,0,0,0,0
707,L10707,L,299.3,311.6,1439,44.4,192,0,0,0,0,0,0
708,H10708,H,299.4,308.3,1412,32.8,28,0,0,0,0,0,0
709,L10709,L,299.3,310.6,1400,33.8,25,0,0,0,0,0,0
710,M10710,M,299.3,309.3,1429,33.7,73,0,0,0,0,0,0
711,M10711,M,299.2,308.6,1401,28.9,192,0,0,0,0,0,0
712,M10712,M,299.3,307.9,1410,33.1,44,0,0,0,0,0,0
713,L10713,L,299.3,309.4,1364,46.0,16,0,0,0,0,0,0
714,L10714,L,299.3,310.7,1287,35.7,232,0,0,0,0,0,0
715,L10715,L,299.3,308.9,1279,29.5,163,0,0,0,0,0,0
716,H10716,H,299.2,309.1,1746,36.9,200,0,0,0,0,0,0
717,H10717,H,299.1,310.1,1494,43.1,230,0,0,0,0,0,0
718,H10718,H,299.2,309.5,1652,29.0,62,0,0,0,0,0,0
719,L10719,L,299.2,307.6,1482,45.7,150,0,0,0,0,0,0
720,M10720,M,299.3,309.4,1486,31.4,92,0,0,0,0,0,0
721,H10721,H,299.2,310.8,1531,37.6,65,0,0,0,0,0,0
722,L10722,L,299.3,309.2,1564,37.6,209,0,0,0,0,0,0
723,L10723,L,299.3,306.5,1375,36.6,91,1,0,1,0,0,0
724,M10724,M,299.3,309.7,1462,39.6,116,0,0,0,0,0,0
725,M10725,M,299.4,309.2,1530,44.7,238,0,0,0,0,0,0
726,H10726,H,299.4,307.6,1307,39.8,41,1,0,1,0,0,0
727,L10727,L,299.4,307.7,1630,36.4,240,0,0,0,0,0,0
728,M10728,M,299.4,310.4,1606,42.7,70,0,0,0,0,0,0
729,L10729,L,299.4,308.7,1290,41.2,74,0,0,0,0,0,0
730,L10730,L,299.4,308.5,1412,36.0,70,0,0,0,0,0,0
731,L10731,L,299.3,309.3,1510,40.3,42,0,0,0,0,0,0
732,H10732,H,299.3,308.7,1584,35.5,215,0,0,0,0,0,0
733,M10733,M,299.4,309.5,1653,34.8,54,0,0,0,0,0,0
734,M10734,M,299.5,309.3,1436,44.8,55,0,0,0,0,0,0
735,L10735,L,299.4,308.2,1734,42.7,78,0,0,0,0,0,0
736,H10736,H,299.4,308.8,1495,44.6,158,0,0,0,0,0,0
737,L10737,L,299.4,309.9,1478,43.8,242,0,0,0,0,0,0
738,H10738,H,299.4,309.4,1556,34.7,82,0,0,0,0,0,0
739,L10739,L,299.4,309.3,1531,46.0,183,0,0,0,0,0,0
740,L10740,L,299.4,311.3,1525,38.2,120,0,0,0,0,0,0
741,L10741,L,299.4,310.2,1700,45.6,201,0,0,0,0,0,0
742,L10742,L,299.4,310.2,1525,39.2,175,0,0,0,0,0,0
743,M10743,M,299.5,309.3,1402,41.9,179,0,0,0,0,0,0
744,M10744,M,299.5,309.7,1416,42.1,71,0,0,0,0,0,0
745,L10745,L,299.5,309.0,1647,44.9,0,0,0,0,0,0,0
746,H10746,H,299.4,310.2,1568,30.2,129,0,0,0,0,0,0
747,L10747,L,299.3,309.2,1344,30.5,92,0,0,0,0,0,0
748,M10748,M,299.3,309.5,1339,44.0,41,0,0,0,0,0,0
749,H10749,H,299.3,309.4,1503,42.1,73,0,0,0,0,0,0
750,M10750,M,299.2,309.2,1562,35.3,233,0,0,0,0,0,0
